,Open,High,Low,Close,Volume
2001-10-11,108.95,110.3,108.95,110.0,23006300
2001-10-12,109.15,109.89,107.3,109.5,31360500
2001-10-15,108.63,109.45,108.06,109.3,16873000
2001-10-16,109.8,110.61,108.95,109.99,15877100
2001-10-17,111.07,111.15,107.65,107.65,28542300
2001-10-18,107.82,108.16,106.75,107.42,16510000
2001-10-19,107.0,107.91,106.01,107.35,21912500
2001-10-22,107.3,109.57,107.21,109.47,17540600
2001-10-23,109.96,110.28,108.38,108.91,22062500
2001-10-24,108.98,109.45,108.22,108.62,16065200
2001-10-25,107.45,110.6,106.74,110.57,27467900
2001-10-26,109.95,111.79,109.67,110.32,18623300
2001-10-29,110.16,110.55,107.45,107.45,18727500
2001-10-30,107.35,107.7,105.56,106.16,26178600
2001-10-31,106.9,107.86,105.8,105.8,28124200
2001-11-01,106.6,109.01,105.7,108.51,29806800
2001-11-02,108.44,109.38,107.87,109.25,17575900
2001-11-05,110.12,111.09,109.95,110.68,15929500
2001-11-06,110.35,112.48,109.85,112.4,23245800
2001-11-07,111.77,113.12,111.64,112.25,19716000
2001-11-08,112.87,114.08,111.9,112.6,22563500
2001-11-09,112.25,112.96,111.44,112.72,15895800
2001-11-12,111.0,112.65,110.0,112.03,26068800
2001-11-13,113.44,114.55,113.18,114.55,15296200
2001-11-14,115.17,115.4,113.71,114.66,17571300
2001-11-15,114.37,115.18,113.93,114.87,19470200
2001-11-16,115.08,115.1,113.4,114.36,18134900
2001-11-19,114.92,115.85,114.45,115.77,13625400
2001-11-20,115.37,115.8,114.64,114.8,16209700
2001-11-21,114.5,114.67,113.51,114.04,11470200
2001-11-23,114.04,115.75,114.0,115.68,6717100
2001-11-26,115.75,116.34,115.07,115.93,13726000
2001-11-27,115.62,116.9,114.09,115.43,19261400
2001-11-28,114.74,115.17,113.25,113.34,20195500
2001-11-29,113.66,114.92,113.0,114.87,16354700
2001-11-30,114.4,114.91,114.02,114.05,13680300
2001-12-03,113.65,114.08,113.01,113.37,15220400
2001-12-04,113.92,115.3,113.35,115.29,17239900
2001-12-05,115.61,118.0,115.56,117.4,25204000
2001-12-06,117.34,117.94,116.93,117.34,17972900
2001-12-07,116.9,117.09,115.7,116.56,18857800
2001-12-10,115.85,116.39,114.35,114.38,13862700
2001-12-11,114.9,115.72,113.9,114.15,20833300
2001-12-12,114.55,114.78,113.11,114.28,16171500
2001-12-13,113.45,113.7,112.04,112.06,19026700
2001-12-14,112.33,113.49,112.0,113.13,16721900
2001-12-17,112.99,114.36,112.9,114.3,13925900
2001-12-18,114.63,115.15,114.34,114.98,13663700
2001-12-19,114.09,115.92,114.0,115.79,20143400
2001-12-20,115.5,115.8,114.55,114.65,14867900
2001-12-21,115.03,115.07,114.2,114.95,14037700
2001-12-24,114.83,115.04,114.61,114.73,5728800
2001-12-26,114.65,116.21,114.65,115.36,10304800
2001-12-27,115.3,116.08,115.25,116.06,9407300
2001-12-28,116.29,116.75,115.92,116.0,10593800
2001-12-31,116.15,116.39,114.23,114.3,14619500
2002-01-02,115.11,115.75,113.81,115.53,18651900
2002-01-03,115.65,116.95,115.54,116.84,15743000
2002-01-04,117.17,117.98,116.55,117.62,20140700
2002-01-07,117.7,117.99,116.56,116.79,13106500
2002-01-08,116.79,117.06,115.97,116.52,12683700
2002-01-09,116.68,117.78,115.34,115.57,16610300
2002-01-10,115.69,116.35,115.3,116.08,12823400
2002-01-11,116.21,116.28,114.7,114.94,13708400
2002-01-14,114.65,114.84,113.96,114.22,12301100
2002-01-15,114.55,115.39,113.9,115.15,20219900
2002-01-16,114.3,114.4,112.69,112.82,17067000
2002-01-17,113.76,114.24,113.4,113.67,17283400
2002-01-18,113.0,113.85,112.67,113.15,17028000
2002-01-22,113.75,113.93,112.02,112.37,11689300
2002-01-23,112.63,113.55,112.02,113.23,12438900
2002-01-24,113.64,114.25,113.32,113.58,12142800
2002-01-25,113.12,114.18,113.04,113.55,12810700
2002-01-28,113.9,114.19,112.92,113.86,10589200
2002-01-29,113.85,114.13,110.05,110.28,27720800
2002-01-30,110.39,113.39,108.4,111.87,34711800
2002-01-31,112.15,113.3,111.62,113.18,19909200
2002-02-01,113.09,113.3,112.17,112.65,15838500
2002-02-04,112.23,112.23,109.44,109.85,24243400
2002-02-05,109.4,110.49,108.53,109.17,33614000
2002-02-06,109.65,109.74,108.06,108.7,29486000
2002-02-07,108.72,109.86,108.0,108.02,23445400
2002-02-08,108.63,110.75,108.3,110.09,19277800
2002-02-11,110.05,111.64,109.82,111.44,18792400
2002-02-12,110.96,111.71,110.03,111.09,13942500
2002-02-13,111.48,112.54,111.35,112.27,16781100
2002-02-14,112.51,112.97,111.59,112.06,20453800
2002-02-15,112.15,112.24,110.71,110.89,18366800
2002-02-19,110.15,110.29,108.61,108.76,15988100
2002-02-20,109.05,110.59,107.82,110.59,29242800
2002-02-21,109.93,110.63,108.26,108.3,26288600
2002-02-22,108.35,109.94,107.87,109.64,26572900
2002-02-25,109.74,111.81,109.7,111.45,17458700
2002-02-26,111.6,112.04,110.57,111.22,22346500
2002-02-27,111.96,112.86,110.65,111.65,28597900
2002-02-28,111.83,112.75,111.03,111.15,23755400
2002-03-01,111.72,113.85,111.51,113.74,26273600
2002-03-04,113.9,115.99,113.65,115.75,27184600
2002-03-05,115.33,116.4,114.97,115.38,22718900
2002-03-06,115.1,117.15,115.07,116.75,20143200
2002-03-07,117.36,117.5,115.57,116.5,19330800
2002-03-08,117.38,117.9,116.48,116.99,19930100
2002-03-11,116.89,117.9,116.43,117.24,15621800
2002-03-12,116.1,117.25,115.94,117.17,17153600
2002-03-13,116.63,116.75,115.64,116.04,17175300
2002-03-14,116.04,116.43,115.63,115.88,11168100
2002-03-15,115.97,116.95,115.9,116.65,21220100
2002-03-18,117.1,117.56,116.1,116.67,17548900
2002-03-19,117.3,117.74,116.82,117.45,17912000
2002-03-20,116.5,116.58,115.19,115.24,17114500
2002-03-21,115.3,115.9,114.12,115.29,25846800
2002-03-22,115.5,115.94,114.7,115.04,15235400
2002-03-25,115.09,115.36,113.3,113.61,17499600
2002-03-26,113.52,115.02,113.47,114.27,19947600
2002-03-27,114.03,115.01,113.76,114.57,19020300
2002-03-28,114.97,115.77,114.5,114.52,17532900
2002-04-01,114.23,115.1,113.5,114.57,17711000
2002-04-02,113.98,114.95,113.77,113.94,15669500
2002-04-03,114.01,114.21,112.16,113.14,25658500
2002-04-04,112.6,113.4,112.23,112.67,23549000
2002-04-05,113.19,113.63,112.18,112.69,19404900
2002-04-08,111.32,113.03,111.23,112.93,16470100
2002-04-09,113.18,113.18,111.93,112.14,15122700
2002-04-10,112.1,113.54,112.09,113.41,17199300
2002-04-11,112.89,113.05,110.5,110.59,25453700
2002-04-12,111.02,111.65,110.04,111.42,14950600
2002-04-15,111.62,111.86,110.2,110.57,17394900
2002-04-16,111.7,113.32,111.67,113.2,15040900
2002-04-17,113.39,113.67,112.6,112.96,12920100
2002-04-18,112.9,113.46,111.15,112.47,25204800
2002-04-19,113.2,113.24,112.56,112.88,10499200
2002-04-22,112.38,112.43,110.84,111.0,13922900
2002-04-23,111.09,111.48,110.17,110.52,16967000
2002-04-24,110.56,111.81,109.4,109.41,18902700
2002-04-25,109.21,109.74,108.72,109.47,25451500
2002-04-26,109.79,110.01,107.29,107.39,19769800
2002-04-29,107.93,108.26,106.63,106.86,17724400
2002-04-30,107.02,108.64,106.64,107.86,19473500
2002-05-01,107.97,109.25,106.8,109.18,24575600
2002-05-02,109.1,109.91,107.78,108.76,15666800
2002-05-03,108.6,108.76,107.2,107.58,18185500
2002-05-06,107.64,107.99,105.31,105.47,23630400
2002-05-07,106.1,106.32,104.9,105.1,21910000
2002-05-08,107.05,109.36,106.79,109.01,27917400
2002-05-09,108.65,109.1,107.58,107.75,18085600
2002-05-10,107.97,108.05,105.6,105.72,18958900
2002-05-13,106.22,107.95,105.79,107.87,14677700
2002-05-14,109.62,110.37,109.0,110.22,34201200
2002-05-15,109.5,110.91,109.29,109.79,29535300
2002-05-16,109.7,110.48,109.33,110.36,28092000
2002-05-17,110.66,111.25,110.1,110.9,27823700
2002-05-20,110.64,110.69,109.49,109.7,13833800
2002-05-21,110.11,110.48,108.32,108.7,16877200
2002-05-22,108.22,109.12,108.0,108.94,15844200
2002-05-23,109.26,110.36,108.48,110.1,13879800
2002-05-24,109.98,110.2,108.61,108.69,11877000
2002-05-28,109.05,109.13,107.45,108.1,24236900
2002-05-29,107.62,108.02,107.13,107.3,14773300
2002-05-30,106.55,107.51,105.9,107.0,18217900
2002-05-31,107.4,108.56,106.85,107.22,19826300
2002-06-03,107.09,107.6,104.13,104.37,26056300
2002-06-04,104.15,105.2,103.55,104.63,25856200
2002-06-05,104.95,105.67,104.35,105.61,19695900
2002-06-06,105.54,105.6,103.15,103.46,22998500
2002-06-07,101.78,103.92,101.72,103.34,24011600
2002-06-10,103.24,104.46,103.02,103.74,18759900
2002-06-11,104.13,104.54,101.73,101.96,19990700
2002-06-12,101.71,102.81,100.78,102.58,31266000
2002-06-13,102.13,103.0,101.34,101.55,21043900
2002-06-14,100.31,101.56,98.5,101.4,39267500
2002-06-17,101.92,104.34,101.85,104.12,17647200
2002-06-18,103.74,105.03,103.63,104.97,21628500
2002-06-19,103.5,104.43,102.24,102.52,21540700
2002-06-20,102.26,103.05,100.96,101.21,25691000
2002-06-21,100.47,100.93,98.68,99.28,31190700
2002-06-24,98.61,100.69,97.25,99.8,37169700
2002-06-25,100.3,100.89,97.54,97.56,33355000
2002-06-26,95.2,98.15,95.19,97.72,37913600
2002-06-27,98.5,99.49,96.57,99.43,31616400
2002-06-28,99.24,100.5,98.88,98.96,28184200
2002-07-01,99.18,99.8,96.89,97.03,20270200
2002-07-02,96.86,97.2,94.77,94.97,34213900
2002-07-03,94.62,95.84,93.72,95.51,30565800
2002-07-05,96.78,99.53,96.66,99.31,19013500
2002-07-08,98.98,99.7,97.56,98.07,19118600
2002-07-09,97.73,98.34,95.01,95.6,28620400
2002-07-10,96.0,96.07,92.04,92.12,50522500
2002-07-11,91.76,93.35,90.32,92.87,59476500
2002-07-12,93.33,93.89,91.52,91.85,39018600
2002-07-15,91.64,92.4,87.89,92.34,77317200
2002-07-16,91.12,92.38,89.87,90.56,53282400
2002-07-17,92.46,93.3,89.75,90.74,48880600
2002-07-18,90.7,91.1,87.75,87.8,32656700
2002-07-19,86.76,87.55,84.3,84.71,77572600
2002-07-22,84.1,85.91,81.45,82.2,78134000
2002-07-23,82.55,83.24,79.75,79.95,74484100
2002-07-24,78.13,85.12,77.68,84.72,107022800
2002-07-25,84.27,85.85,81.6,84.0,87176600
2002-07-26,84.65,85.93,83.8,85.6,41206800
2002-07-29,87.5,90.34,87.3,89.77,53492900
2002-07-30,89.32,91.4,88.72,90.94,47532200
2002-07-31,90.49,91.55,89.25,91.16,44669900
2002-08-01,90.88,91.35,88.33,88.78,66571900
2002-08-02,88.5,88.91,85.62,86.79,51772900
2002-08-05,86.49,86.93,83.55,83.77,47191300
2002-08-06,85.23,87.9,85.11,86.59,64730000
2002-08-07,87.87,88.5,85.77,88.1,43289400
2002-08-08,88.42,91.1,87.8,90.95,48339800
2002-08-09,90.1,91.94,89.35,91.29,41879200
2002-08-12,89.99,91.27,89.55,90.62,25841700
2002-08-13,90.15,91.66,88.65,88.97,49690500
2002-08-14,89.02,92.63,88.02,92.22,57423600
2002-08-15,92.84,93.99,92.2,93.5,45551500
2002-08-16,92.82,94.08,92.0,93.22,36517300
2002-08-19,93.46,95.75,93.1,95.4,33669900
2002-08-20,94.82,95.4,93.62,94.39,30508300
2002-08-21,95.06,95.78,93.57,95.75,39628900
2002-08-22,95.49,97.15,95.07,96.68,38399800
2002-08-23,96.01,96.15,94.15,94.6,33716400
2002-08-26,94.91,95.64,93.5,95.26,33830100
2002-08-27,95.7,96.25,93.5,94.16,35335700
2002-08-28,93.28,93.49,91.8,92.1,38970600
2002-08-29,91.27,93.05,90.81,92.14,42965700
2002-08-30,91.68,93.39,91.4,91.78,30366700
2002-09-03,90.73,91.0,88.15,88.28,76586400
2002-09-04,88.61,90.25,88.06,89.54,51099500
2002-09-05,88.49,89.43,87.5,88.78,67250900
2002-09-06,89.75,90.57,89.34,90.0,38622200
2002-09-09,89.1,91.35,88.8,90.66,33998400
2002-09-10,91.14,91.78,90.56,91.7,41416600
2002-09-11,92.47,93.33,91.1,91.13,27711200
2002-09-12,90.75,90.84,88.99,89.45,43601700
2002-09-13,88.69,89.9,88.25,89.67,41131000
2002-09-16,89.31,89.89,88.46,89.89,28167600
2002-09-17,90.89,91.19,87.75,87.83,47609700
2002-09-18,87.01,88.5,86.28,86.95,54719400
2002-09-19,85.99,86.8,84.7,84.7,48510500
2002-09-20,84.92,85.2,84.05,84.35,46325600
2002-09-23,83.65,84.06,82.69,83.66,46893800
2002-09-24,82.44,83.65,81.85,82.31,69507000
2002-09-25,83.37,84.77,82.04,84.35,59294400
2002-09-26,85.02,85.97,84.45,85.73,53638000
2002-09-27,85.0,85.63,82.75,82.75,64648300
2002-09-30,82.0,82.8,80.9,81.79,73096400
2002-10-01,82.43,85.77,81.47,85.72,67198100
2002-10-02,84.69,85.53,82.6,83.15,56749100
2002-10-03,83.14,84.6,81.95,82.31,55547000
2002-10-04,82.8,82.92,79.58,80.8,68483700
2002-10-07,80.06,81.2,78.55,79.13,53188000
2002-10-08,79.81,81.31,78.2,80.37,79531000
2002-10-09,79.09,79.7,77.78,78.1,79956400
2002-10-10,77.94,81.07,77.07,80.63,76749000
2002-10-11,82.1,84.73,81.82,84.16,82308300
2002-10-14,83.2,84.85,83.04,84.63,40631900
2002-10-15,86.99,88.72,86.85,88.7,82320300
2002-10-16,87.41,87.8,85.92,86.55,62977800
2002-10-17,88.87,89.3,87.85,88.27,68534100
2002-10-18,87.65,89.11,86.93,88.64,47448700
2002-10-21,88.12,90.5,87.57,90.17,45859100
2002-10-22,89.05,90.01,88.52,89.52,40966800
2002-10-23,88.77,90.27,87.68,90.2,54905800
2002-10-24,90.75,90.9,88.1,88.36,54987400
2002-10-25,88.21,90.39,87.94,90.2,43672100
2002-10-28,91.15,91.29,88.85,89.61,39416100
2002-10-29,89.08,89.49,87.0,88.57,59508200
2002-10-30,88.68,89.96,88.23,89.43,41688600
2002-10-31,89.66,90.3,88.19,88.52,41620600
2002-11-01,88.35,90.82,88.05,90.27,51878900
2002-11-04,91.8,92.94,90.9,91.13,49080600
2002-11-05,90.84,92.07,90.84,91.85,37270800
2002-11-06,92.48,93.07,90.79,93.04,65013100
2002-11-07,92.02,92.22,90.22,90.76,51572000
2002-11-08,90.53,91.57,89.52,89.65,37905400
2002-11-11,89.51,89.56,87.8,88.26,33505100
2002-11-12,88.66,89.93,88.37,88.96,37724500
2002-11-13,88.32,89.74,87.45,89.05,63891500
2002-11-14,90.07,91.0,89.75,90.73,31896800
2002-11-15,90.0,91.55,89.95,91.4,39152100
2002-11-18,92.15,92.15,90.35,90.48,28934800
2002-11-19,90.02,91.1,89.76,90.36,32806600
2002-11-20,89.98,92.42,89.95,92.37,36688400
2002-11-21,92.6,94.19,92.43,94.09,55128200
2002-11-22,93.48,94.27,93.27,93.42,32513800
2002-11-25,93.43,94.26,92.77,93.48,33846400
2002-11-26,93.07,93.45,91.62,91.7,42284700
2002-11-27,92.52,94.65,92.43,94.28,37764000
2002-11-29,94.8,94.95,93.77,93.98,19385700
2002-12-02,95.47,96.05,93.22,94.13,49911900
2002-12-03,93.25,93.4,92.35,92.87,34407700
2002-12-04,91.77,93.14,91.43,92.45,64040800
2002-12-05,92.73,92.8,91.1,91.43,36724900
2002-12-06,90.12,92.17,89.98,92.03,49824100
2002-12-09,91.07,91.46,89.48,89.5,36789600
2002-12-10,90.02,91.1,89.76,90.7,33319900
2002-12-11,90.42,91.62,90.16,90.78,39201000
2002-12-12,91.2,91.49,90.2,90.77,34465600
2002-12-13,89.91,90.48,89.27,89.34,36862200
2002-12-16,89.82,91.79,89.66,91.65,37098400
2002-12-17,91.37,91.74,90.74,90.85,32353900
2002-12-18,90.32,90.4,89.33,89.8,35612600
2002-12-19,89.35,90.7,88.6,89.16,39264200
2002-12-20,89.2,90.02,89.1,89.99,31176900
2002-12-23,89.59,90.47,89.31,90.02,22599300
2002-12-24,89.59,89.86,89.25,89.35,10937000
2002-12-26,89.7,90.61,88.84,89.39,17485600
2002-12-27,88.96,89.29,87.38,87.38,22205700
2002-12-30,87.79,88.47,87.22,88.11,29968000
2002-12-31,87.99,88.43,87.11,88.23,34036600
2003-01-02,88.85,91.3,88.54,91.07,44516300
2003-01-03,90.91,91.38,90.5,91.35,32222600
2003-01-06,91.24,93.49,91.17,92.96,40984500
2003-01-07,92.9,93.37,92.2,92.73,38640400
2003-01-08,92.2,92.4,91.05,91.39,38702200
2003-01-09,91.82,93.18,91.41,92.81,34804900
2003-01-10,91.95,93.64,91.8,93.06,37768900
2003-01-13,93.54,93.86,92.44,93.03,31649900
2003-01-14,92.69,93.83,92.41,93.33,30733000
2003-01-15,93.54,93.57,91.91,92.4,33511800
2003-01-16,92.5,92.93,91.45,92.02,44812100
2003-01-17,90.99,92.3,90.15,90.66,35618300
2003-01-21,90.87,90.92,88.95,89.25,36826200
2003-01-22,88.77,89.8,88.0,88.17,42286500
2003-01-23,88.75,89.38,87.95,88.71,55919800
2003-01-24,88.59,88.68,86.17,86.38,68633900
2003-01-27,85.73,86.8,84.5,85.2,57884400
2003-01-28,85.63,86.4,85.13,85.83,46929100
2003-01-29,85.42,87.18,84.77,86.48,53712200
2003-01-30,86.79,86.88,84.4,84.43,49845900
2003-01-31,84.15,86.21,84.15,86.06,55317000
2003-02-03,86.14,86.81,85.92,86.23,39696000
2003-02-04,85.31,85.75,84.3,85.38,43633400
2003-02-05,85.75,86.54,84.48,84.85,55270600
2003-02-06,84.37,84.89,83.65,84.45,53638000
2003-02-07,84.91,84.99,82.97,83.42,43165000
2003-02-10,83.46,84.13,82.65,84.01,45455900
2003-02-11,84.37,84.88,82.83,83.43,46861000
2003-02-12,83.16,83.62,82.09,82.1,35873600
2003-02-13,82.15,82.66,81.0,82.35,57934100
2003-02-14,82.37,84.2,81.82,84.15,59580900
2003-02-18,84.53,85.8,84.39,85.63,39492700
2003-02-19,85.32,85.47,84.28,85.18,31432000
2003-02-20,85.21,85.42,84.05,84.33,29280100
2003-02-21,84.38,85.74,83.46,85.18,60955800
2003-02-24,84.93,85.0,83.59,83.8,30628600
2003-02-25,82.95,84.49,82.22,84.47,56770600
2003-02-26,84.02,84.53,83.08,83.24,37787200
2003-02-27,83.7,84.75,83.16,84.34,51126000
2003-02-28,84.47,85.23,84.16,84.9,43666800
2003-03-03,85.26,85.78,83.72,84.09,42923100
2003-03-04,83.95,84.01,82.65,82.75,31440500
2003-03-05,82.61,83.54,82.36,83.45,43974700
2003-03-06,82.87,83.52,82.47,82.75,41217700
2003-03-07,81.61,83.99,81.43,83.32,63538000
2003-03-10,82.6,82.86,81.1,81.32,41014100
2003-03-11,81.48,82.0,80.48,80.52,48102700
2003-03-12,80.38,81.1,79.38,81.06,62459800
2003-03-13,82.18,83.91,81.53,83.86,72117800
2003-03-14,84.2,84.77,83.35,84.13,63951800
2003-03-17,83.46,86.95,83.22,86.78,88217500
2003-03-18,87.15,87.35,86.28,87.29,50792300
2003-03-19,87.28,88.16,86.68,87.96,49630800
2003-03-20,87.33,88.59,86.35,88.15,67321600
2003-03-21,88.8,89.88,87.93,89.67,71165300
2003-03-24,88.02,88.14,86.35,86.69,65398900
2003-03-25,86.74,88.26,86.44,87.52,61040100
2003-03-26,87.56,87.85,86.8,87.08,45740800
2003-03-27,86.4,87.66,85.99,87.15,53120200
2003-03-28,86.47,87.28,86.25,86.71,32583000
2003-03-31,85.35,86.59,84.4,84.74,61119500
2003-04-01,85.25,86.39,84.91,86.04,53574000
2003-04-02,87.54,88.77,87.5,88.12,50431200
2003-04-03,88.87,88.99,87.65,87.7,48755500
2003-04-04,88.43,88.59,87.62,88.22,36250100
2003-04-07,90.34,90.85,87.97,88.05,69776200
2003-04-08,88.3,88.65,87.71,88.19,39712700
2003-04-09,88.36,89.1,86.77,87.03,55647300
2003-04-10,87.09,87.63,85.71,87.51,41812400
2003-04-11,88.16,88.7,86.86,87.15,47730100
2003-04-14,87.47,89.0,87.0,88.95,36711700
2003-04-15,88.84,89.78,88.42,89.78,49709800
2003-04-16,89.91,90.06,88.03,88.25,51788000
2003-04-17,88.3,89.72,88.19,89.56,37403100
2003-04-21,89.86,90.16,89.06,89.65,32052700
2003-04-22,89.1,91.56,88.89,91.34,59763600
2003-04-23,91.62,92.35,91.24,92.18,44227100
2003-04-24,91.53,92.08,90.96,91.36,49692400
2003-04-25,91.3,91.47,90.02,90.23,43917200
2003-04-28,90.44,92.19,90.3,91.79,46432900
2003-04-29,92.14,92.8,91.4,92.11,52017100
2003-04-30,91.91,92.57,91.41,91.91,48709100
2003-05-01,91.92,92.73,90.5,91.9,50240400
2003-05-02,91.56,93.47,91.49,93.21,50201500
2003-05-05,93.47,93.78,92.5,93.03,35437800
2003-05-06,93.04,94.38,93.0,93.91,44401000
2003-05-07,93.42,94.14,92.97,93.39,41413100
2003-05-08,92.52,93.33,92.28,92.45,40570700
2003-05-09,92.83,93.8,92.61,93.73,33608100
2003-05-12,93.5,95.12,93.28,94.88,35662300
2003-05-13,94.53,95.18,94.26,94.71,39253600
2003-05-14,95.09,95.24,93.91,94.51,32195100
2003-05-15,94.89,95.33,94.25,95.11,43879200
2003-05-16,94.89,95.45,94.26,94.87,38905000
2003-05-19,94.15,94.42,92.33,92.65,41606000
2003-05-20,92.82,93.03,91.59,92.46,55404600
2003-05-21,92.11,92.88,91.91,92.65,49333800
2003-05-22,92.95,94.05,92.68,93.57,38421800
2003-05-23,93.53,93.98,93.14,93.76,26155900
2003-05-27,93.3,95.84,93.07,95.4,43719200
2003-05-28,95.85,96.47,95.43,95.67,37727100
2003-05-29,95.88,96.82,95.08,95.42,50844200
2003-05-30,95.9,97.09,95.56,96.95,52529500
2003-06-02,97.53,98.45,96.67,97.35,50305500
2003-06-03,97.15,97.84,96.85,97.75,38254500
2003-06-04,97.66,99.35,97.57,99.16,49360700
2003-06-05,98.58,99.65,98.27,99.65,46262400
2003-06-06,100.4,101.4,99.13,99.26,60356800
2003-06-09,98.77,99.1,97.77,98.25,37808500
2003-06-10,98.46,99.26,98.19,99.25,29965900
2003-06-11,99.16,100.39,98.71,100.3,37610200
2003-06-12,100.75,100.9,99.62,100.61,36442000
2003-06-13,100.61,100.75,98.95,99.56,48628300
2003-06-16,99.96,101.7,99.8,101.66,36326300
2003-06-17,102.07,102.18,101.23,101.66,36801800
2003-06-18,101.29,102.14,101.0,101.57,35521000
2003-06-19,101.64,101.73,99.84,100.02,43551700
2003-06-20,100.39,100.5,99.42,99.44,41545000
2003-06-23,99.45,99.66,97.92,98.42,34237500
2003-06-24,98.22,99.09,98.02,98.52,36213600
2003-06-25,98.53,99.44,97.53,97.53,47743400
2003-06-26,97.78,98.98,96.96,98.8,33477300
2003-06-27,98.75,99.19,97.58,97.66,54208800
2003-06-30,98.22,98.67,97.47,97.63,33349000
2003-07-01,97.25,98.85,96.43,98.53,51322800
2003-07-02,98.77,99.79,98.57,99.77,34662100
2003-07-03,99.07,99.85,97.9,98.74,30792800
2003-07-07,99.65,100.9,99.65,100.7,31391100
2003-07-08,100.5,101.29,100.17,101.15,30952500
2003-07-09,100.92,101.4,100.03,100.58,36528500
2003-07-10,99.84,100.04,98.63,99.3,49777700
2003-07-11,99.39,100.45,99.39,100.24,39976300
2003-07-14,101.2,101.9,100.45,100.73,42114900
2003-07-15,101.38,101.46,99.95,100.51,42573600
2003-07-16,100.81,100.87,99.23,99.92,39894200
2003-07-17,99.15,99.88,98.16,98.5,52253500
2003-07-18,99.02,99.8,98.46,99.51,35698100
2003-07-21,99.45,99.49,97.85,98.28,34786000
2003-07-22,98.69,99.41,97.92,99.17,49968300
2003-07-23,99.21,99.45,98.28,99.24,37275400
2003-07-24,99.99,100.34,98.37,98.49,40896200
2003-07-25,98.66,100.29,98.04,100.23,43241100
2003-07-28,100.37,100.98,99.67,99.86,34382800
2003-07-29,100.14,100.26,98.68,99.4,53472100
2003-07-30,99.6,99.75,98.93,99.16,28363300
2003-07-31,99.98,100.91,99.17,99.39,54937200
2003-08-01,99.19,99.53,98.24,98.51,49321000
